RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,CreditScore
0.3189756302937613,68,13,3.448894246240606,1277,9,14,6,5,0,808
0.8448753109694546,61,3,0.7197095678611543,2859,15,1,7,15,1,525
0.023271935735825866,87,11,2.9767983062930203,6929,19,8,0,1,4,469
0.8144684825889358,35,16,0.8605530141138884,7792,4,6,1,0,4,747
0.28185477477339993,39,6,4.6276110392594045,5713,12,3,6,8,2,801
0.11816482762165625,54,8,0.341670524228021,5675,17,19,1,11,0,826
0.6967371653641506,73,2,2.1518737484539665,2170,16,17,6,16,3,678
0.628942846779884,76,12,3.478987388277224,9681,8,3,8,14,0,500
0.877472013527053,20,14,2.2901110583412936,6308,13,12,1,18,4,549
0.7350710438038858,45,17,0.46047626616451176,3462,16,0,6,9,2,708
0.8034809303848486,52,18,2.766895080633537,1287,3,2,3,11,1,424
0.2820345725713065,78,0,3.2081595441367727,6953,17,15,1,13,0,412
0.17743954377972282,71,5,3.518961554952538,5282,19,3,6,8,4,436
0.7506147516408583,80,1,1.8662990723137947,2907,14,15,4,12,3,795
0.806834739267264,24,13,2.818299855143811,2161,10,18,0,2,2,449
0.9905051420006733,66,5,2.2534323746945657,1129,11,0,4,13,1,642
0.4126176769114265,48,13,3.360280193761267,7337,8,4,2,9,0,620
0.37201808579278317,75,3,2.917784836624093,3363,12,18,6,15,3,831
0.7764129607419968,78,7,2.6287810977956743,9151,14,10,5,6,1,588
0.34080354025301784,41,2,1.2476218341912433,6983,14,12,7,3,4,788
0.9307573256035647,37,18,0.010092588741169584,1143,4,19,4,19,4,791
0.8584127518430118,54,13,0.8704083765571463,9207,18,4,1,10,3,551
0.42899402737501835,21,19,0.5853302071208433,8469,19,3,8,15,4,376
0.7508710677914974,37,16,2.2454237250547338,1244,13,3,7,19,2,691
0.7545428740846823,77,7,3.061290753809223,1926,16,3,5,3,3,711
0.10312386883593261,41,13,1.0654250434240409,4178,17,3,9,16,4,472
0.9025529066795667,67,5,4.695285479835936,3176,2,19,6,12,0,500
0.5052523724478571,66,15,0.03341064611943889,6002,1,17,8,10,4,516
0.8264574661077416,68,18,3.8615050758267144,1886,0,17,6,2,2,675
0.32004960103061175,53,13,3.126023847652211,9532,9,15,2,8,1,310
0.8955232284962005,83,18,1.8677740052384095,4398,18,8,5,5,1,311
0.3892016787341631,51,2,0.2524447220620396,9497,16,17,6,10,4,734
0.01083765148029836,53,9,3.1374328589213967,3654,11,1,1,15,1,672
0.9053819764192637,23,18,1.9280675643282401,8392,0,3,2,18,4,572
0.09128667678613356,56,8,4.681335697066096,2371,11,11,3,4,2,808
0.31931363759041487,59,19,2.7099503744488294,8135,16,6,9,13,1,431
0.9500619670508049,75,12,4.698257556467541,1320,2,14,5,16,0,618
0.9506071469375561,29,6,1.1024184673665205,5654,10,6,0,2,4,467
0.5734378881232861,20,13,3.6286295518205165,6300,16,16,8,3,1,696
0.6318372121697993,35,8,3.0862451042436283,7761,2,15,4,15,2,479
0.44844552197831977,57,18,3.697041149156559,7854,7,18,6,15,2,357
0.29321077169806453,38,14,1.073339319862684,6505,19,8,8,3,0,779
0.32866454536991596,32,19,3.3249725811888684,7553,3,13,8,18,2,759
0.6725184560770384,43,13,2.490201965284345,5042,6,16,0,16,2,360
0.75237452943768,25,5,3.7141248745315814,8498,13,4,0,12,1,668
0.7915790437258485,59,3,1.6352232207590889,7636,13,1,2,0,4,420
0.7896181427945539,61,7,4.4502851273262625,8362,3,19,5,11,3,845
0.09120610304869037,31,16,0.4215065730567519,1011,15,15,1,3,2,316
0.49442030470258147,19,8,4.0359465939559405,1194,0,13,9,10,2,795
0.057558760016644284,54,0,4.306598129075454,3537,16,13,0,4,3,796
0.5495288823237355,86,19,4.086261556834106,3842,9,0,0,1,2,804
0.441530501373377,55,13,2.56363197130888,3229,15,2,4,16,1,831
0.8877041827582998,58,10,2.191924900153807,4009,15,6,3,7,1,614
0.3509150125520787,79,2,4.981311432624384,8984,7,14,0,5,3,368
0.11706701642760586,77,8,1.1458597560708106,3077,6,18,3,8,2,460
0.14299168205283586,31,13,2.734379829380223,8845,5,19,2,12,2,444
0.7615106317174722,19,8,3.3533776269116276,4867,15,1,1,10,4,684
0.6182180633162611,87,3,3.50433817930716,5873,19,18,8,15,2,568
0.10112267612279024,34,3,1.0201233286928935,9635,15,8,0,15,1,753
0.08410680611499743,45,7,3.269970461699006,1297,6,18,6,1,0,817
0.70096913145912,83,1,4.091847832406686,6856,8,4,3,9,0,649
0.07276300636419353,52,8,0.2500928841055611,2015,13,17,4,11,0,409
0.8218600592903562,22,13,4.5576064666265825,2384,10,15,9,7,0,782
0.7062422271564962,82,8,0.14752027572602966,9745,13,3,4,10,2,706
0.08134878064189976,57,15,1.7798551624419718,3350,6,11,0,9,2,350
0.08483771408519192,73,16,0.07906598116481034,2269,0,6,5,12,4,702
0.9866395785011755,53,15,0.3857258426979093,2260,12,13,8,16,2,775
0.3742707957561203,62,11,4.555841425900395,8701,19,11,1,6,0,386
0.3706421470668909,40,2,1.7743041537307391,9376,2,2,6,2,3,367
0.8127995672575026,64,10,2.1238576521252646,5563,19,4,5,19,3,341
0.9472485773838587,48,13,1.0767219069127631,7897,3,16,4,12,1,356
0.9860010638228709,28,17,2.9854788509335988,6672,10,9,3,18,1,495
0.7533781852589416,27,4,2.974016073388948,6593,1,9,3,6,2,361
0.37625958553091576,84,15,1.8610019591260962,7155,13,10,5,8,3,562
0.08350071669866876,31,19,1.6651743590269918,6543,11,16,3,18,0,411
0.7771469159274368,27,4,4.424821540902939,8240,16,4,4,12,0,477
0.558404249735805,18,2,1.9164211982110069,5683,11,12,5,7,0,325
0.4242220092469763,22,11,2.4675049607720414,2881,11,9,4,17,2,709
0.906354385094736,37,0,1.416523812124653,9713,0,8,6,1,2,830
0.11119748230615134,25,8,3.9338475167856366,4809,12,16,8,17,4,616
0.49262510429085915,60,8,1.9872407844954583,6807,13,0,9,17,0,831
0.011353644767419069,18,3,2.5680552327216226,5883,1,3,6,10,0,405
0.46866064199412627,74,2,1.266785850298307,8206,11,3,6,0,2,763
0.05630327568183735,81,16,4.938297961706259,5155,15,17,3,13,2,545
0.11881791626807192,45,1,1.4574787046186144,5673,3,8,0,15,4,380
0.11752624677710488,54,0,3.8537126545277585,2409,7,17,7,10,4,695
0.6492103021160636,64,7,2.137478251783796,6197,1,13,3,0,1,821
0.7460448792654233,54,12,1.0310870254206994,8452,9,14,0,6,3,563
0.5833687650971596,66,14,3.998593819824306,9718,8,5,4,15,0,573
0.9621725484745419,61,7,1.6680339451452157,3172,14,9,7,13,0,471
0.37487057952370406,73,11,4.325966736989056,1279,12,14,3,14,4,564
0.28571208628186073,45,11,4.576285924589115,4977,16,3,7,13,4,325
0.8685991281894603,23,13,4.2991191769563795,3669,15,17,7,10,1,768
0.22359583851945264,78,14,0.17503957403402826,8825,1,17,2,15,3,775
0.9632225394406113,37,14,3.936866725025528,4981,19,16,8,18,1,655
0.012154474689816341,19,8,2.0566973324957196,5769,19,11,2,16,3,325
0.969878826707639,54,18,4.368614600911125,6247,13,6,0,5,0,333
0.04315991195057611,37,19,3.1897713134236936,5427,2,15,1,10,1,563
0.8911431136980711,43,7,4.168215670719792,7135,11,10,5,16,4,437
0.5277011090862999,46,18,2.497158849334177,6573,7,13,9,8,1,761
0.9929647961193003,18,5,2.6751275229946643,5131,1,2,1,17,1,467
0.07379656473539886,52,19,0.7219381606683362,8189,3,18,5,16,0,380
0.5538542844013208,87,18,3.919936793446777,5535,13,17,0,11,4,706
0.969302535619099,76,3,2.096948058334858,3776,15,9,0,4,4,345
0.5230978441701488,86,6,2.500400591357913,8697,18,5,4,10,2,352
0.6293986381352625,50,3,3.925488570478538,9386,1,12,9,3,2,775
0.6957486889846172,68,11,2.9942270003971947,1662,11,9,8,3,2,315
0.45454106476777323,29,12,1.0054936372133372,9671,13,17,7,2,0,659
0.6275580800840634,37,2,2.951163295754464,9044,5,19,2,16,1,786
0.5843143119231002,70,11,2.038164289898279,5218,12,15,2,6,4,801
0.901158010490989,60,1,2.3476277102193133,6060,3,5,0,3,4,440
0.04544638034145787,67,1,0.14155637201333893,6874,17,12,2,12,1,746
0.2809631895922303,46,8,1.0501467475814081,6581,11,3,0,11,4,589
0.9504114840765587,74,0,1.4051904069051413,3014,19,13,7,0,1,508
0.8902637838909163,56,7,3.564800039294029,4789,18,0,0,18,0,774
0.45565675278571294,73,5,0.057462366490576566,8148,7,19,4,19,0,712
0.6201325978015367,60,5,2.0438863061456605,8766,6,4,8,17,0,726
0.2773811829811327,67,17,4.620134352128664,3364,15,7,6,10,1,670
0.1881211597237613,40,16,0.5594030827456192,4629,18,11,3,19,1,589
0.46369840493998216,61,11,2.582121941093055,6919,5,1,8,2,3,731
0.3533522280260528,55,5,3.9326119119542353,6675,19,11,8,16,4,567
0.5836561118508721,40,7,4.712656537600584,9872,10,4,1,11,4,450
0.07773463696498484,62,18,3.73388319766859,7638,4,4,9,9,3,554
0.9743948076661665,69,9,3.6028277432220306,5651,15,12,9,7,3,652
0.9862107444796029,67,0,4.132440450978812,1609,6,8,5,14,0,676
0.6981617140197451,25,12,2.2310061048877183,8940,4,9,3,4,3,657
0.5360963663441204,18,16,4.029222663089166,4866,10,0,7,3,1,669
0.30952761628632774,25,2,0.03982202372725563,1371,14,2,6,19,2,526
0.8137950197069487,46,7,4.622805276884025,7998,2,17,6,18,1,602
0.6847311725538793,22,13,2.2165325475858766,1615,4,11,9,3,3,688
0.1626169393448913,64,2,2.766900939328738,7911,4,2,8,14,4,676
0.9109271844938425,51,15,1.2744112445744116,7010,8,8,4,16,1,417
0.822537242923169,82,12,3.712654164202107,3253,14,1,5,11,4,304
0.949799913291924,72,19,0.38317903237624407,5942,2,2,0,2,1,743
0.72571950838836,60,16,4.363179012734176,1864,5,13,5,9,4,651
0.6134151959357899,47,12,4.140584145031713,2268,16,3,1,14,1,832
0.4182430362906189,34,5,1.080300581223832,8454,7,18,5,9,4,423
0.9327284833540133,43,16,4.046621991426312,9976,10,12,8,17,2,576
0.8660638895004084,25,13,3.9317886653074074,5571,5,6,7,0,0,693
0.04521867010618941,64,16,3.161082988769745,6229,7,11,8,2,1,659
0.026366974497252005,89,7,1.8676008844984375,3237,9,2,9,11,2,768
0.3764633668780496,63,10,1.3574937709093393,5054,2,8,7,0,0,356
0.8105533307818329,85,19,1.15891795144675,1935,13,1,2,2,1,550
0.9872761293149445,50,0,1.593044813818036,7394,13,8,7,2,2,449
0.15041689110352818,18,6,4.5177922171626514,8891,9,11,5,4,2,751
0.5941307153521351,36,16,0.38820387994390637,1325,11,11,5,18,2,461
0.3808908566310215,48,9,4.144356381264793,8774,5,14,5,0,3,419
0.9699143978146032,31,10,1.7444503752091178,4861,11,1,2,3,4,650
0.8421189231357087,70,8,2.607996980056791,2985,13,17,9,3,0,398
0.8383287047111379,65,8,3.9724281682424536,5932,1,12,0,16,4,466
0.4686931597949703,86,4,4.421882735114856,5603,8,13,3,13,4,813
0.4148195023376652,79,16,1.7239071003632351,3778,9,4,9,17,4,700
0.27340707193070624,83,8,2.3092174063755517,9832,16,9,5,0,2,664
0.056375496650927115,81,16,2.0725803240839613,8754,16,11,9,15,4,625
0.8647223762550532,87,18,0.06625516751955274,5078,2,9,1,2,3,546
0.8129010091300776,80,6,1.479714444293283,2367,18,10,6,8,1,733
0.9997176732861306,50,8,2.295946168662809,5042,0,1,6,3,2,392
0.9966368370739054,58,6,2.0554680444021987,3575,11,4,3,4,0,567
0.5554317056026274,65,12,3.6096461375783973,7754,6,6,3,10,1,620
0.7689874151805105,30,10,1.9240180861055163,2581,3,5,0,8,1,361
0.944765729882428,48,13,2.4468822448533514,2986,9,2,1,2,1,599
0.8496473906774115,85,18,2.148042960661817,3240,12,12,8,5,4,702
0.24734810174319766,21,10,3.7031307444718524,4966,1,2,9,10,4,602
0.4505441353100935,36,12,4.314861994934812,8604,9,5,7,8,2,552
0.12915941515149498,87,13,2.6594453950375705,9320,3,10,7,14,4,777
0.9540510272587224,30,12,3.947160970975956,6968,17,16,8,2,4,668
0.60617463445088,40,0,1.483933410099253,8493,4,9,6,0,4,459
0.22864280550346272,18,7,2.7068480507863435,5103,18,11,8,19,2,465
0.6717006844058567,71,11,1.7261497683498623,3076,1,16,9,18,2,504
0.6181282404578958,88,18,2.0710046278591516,6231,11,3,1,13,3,566
0.3581627180328405,32,11,3.662069324063343,3994,16,1,5,16,3,437
0.11355759219962902,82,7,4.408312411663563,4744,9,10,2,13,3,667
0.6715731955927996,88,7,0.6074769554388271,6594,1,6,5,16,3,742
0.5203077009037933,32,12,3.1731962824369027,8531,5,1,2,13,1,316
0.7723183917356393,38,11,2.9107190378889927,8371,7,17,7,11,1,367
0.5201635011119934,36,15,0.5920751958796594,2644,18,3,3,15,3,432
0.8521815003185401,77,0,1.0594716522005454,4144,10,7,9,0,3,729
0.5519068387744855,50,12,1.5550124736634015,1242,11,19,5,12,0,607
0.5609379715353863,66,6,0.8346553540875074,5085,8,13,8,5,1,473
0.876653602658345,52,4,1.218647412621709,8954,1,11,1,16,0,711
0.40348286621239704,61,7,1.3380039943085376,8269,7,17,1,11,0,396
0.13401522845064073,28,13,1.678369165195298,8130,10,10,6,18,4,453
0.028782676313338973,89,12,3.7469522640057953,7828,3,7,1,5,2,541
0.755137255673619,83,14,2.8595610192530034,9362,9,1,1,6,1,603
0.6203095513534647,63,16,4.931233359757007,9844,19,14,3,0,3,584
0.7040797680992236,26,14,2.073679134837355,7331,15,8,8,0,3,326
0.21296416150891073,20,19,3.7693253691846254,4512,7,18,7,4,2,701
0.13637147558676976,43,17,4.357342106882669,2499,3,19,1,5,1,659
0.014544665667881929,89,17,3.3948924651902095,3158,9,7,7,15,3,359
0.350587558806597,65,1,2.0593237020874797,6162,11,18,3,15,3,501
0.5899176868546331,83,3,3.767973153728765,5039,13,4,1,13,4,669
0.3922440450997323,87,0,1.0183356888634243,3035,15,10,9,0,0,832
0.43747492202372906,45,3,1.6377608259006622,8977,17,14,6,12,3,451
0.9041586944937484,43,17,2.733426275496444,1857,11,7,5,19,1,401
0.34825546702330035,42,4,2.877046936430742,4823,17,18,9,9,2,745
0.5139894891598108,29,18,0.11070737736314729,7770,6,7,4,9,4,528
0.7836530127411431,22,14,4.725570943780044,1298,19,18,0,8,1,424
0.39654278232127016,65,7,3.48313635608695,8244,6,17,1,12,4,535
0.6220867002278735,54,19,2.4785187511594553,1923,8,9,7,2,0,461
0.8623637087467452,61,16,4.665636172041542,5232,0,6,0,17,3,652
0.9495206236576421,32,0,2.1954778262541423,5306,5,8,2,19,1,367
0.14707348092903794,60,11,4.902177851351858,3799,5,0,1,1,2,472
0.9265876251614944,65,18,2.5614237862174254,7578,11,18,4,16,0,560
0.4921162930795382,87,14,0.5714288499898973,5875,11,4,3,18,0,516
0.25824438829895835,63,8,3.8240048622963863,6326,9,18,6,12,4,423
0.4591357562382613,60,6,3.3944886253892026,7582,5,0,4,12,0,461
0.980032575285477,38,1,3.864933606527934,2802,16,14,7,0,1,500
0.4926180939928696,40,8,4.757210143628406,3657,18,15,3,1,4,753
0.3287516102875082,64,9,3.8824465132550907,4346,17,6,5,0,0,701
0.6334008543167258,32,1,3.0566830110832344,3949,5,11,3,4,2,761
0.24014561877819307,42,18,4.2865445118042045,1941,18,7,1,2,1,574
0.07586332810866392,53,10,3.366232196772658,2907,9,4,0,6,2,505
0.12887972191064923,68,12,2.0405952841296155,5837,7,9,0,12,2,339
0.12804583895777244,32,9,4.4280988212088666,9105,5,4,7,17,4,572
0.15190269351229435,85,13,1.1095023039218643,2243,6,16,3,6,3,392
0.13882717264941014,38,17,3.573206374543621,6696,0,4,4,0,4,341
0.6408747448032146,30,18,4.407817274703785,2466,17,14,7,4,1,764
0.18188008439914483,36,8,3.656582598516481,4957,19,12,6,16,1,678
0.3456672833238632,51,6,3.4863770952692845,2966,11,0,7,7,4,406
0.8967884099060118,85,2,3.76319147035918,1375,15,10,7,14,3,627
0.47396164026287235,69,19,2.325276241503222,1262,9,0,5,19,4,364
0.6675577385210272,44,5,4.37085341078513,5362,9,10,9,3,1,664
0.17231987120162984,46,1,1.017182375680456,7502,13,17,1,1,3,783
0.19228901880867078,45,5,0.6369320800016964,8833,19,17,5,4,1,323
0.04086861626647886,52,2,1.4275439005925579,2893,9,15,0,0,3,839
0.16893506307216455,25,15,2.657886983874966,9106,9,12,0,4,3,361
0.2785903390319586,33,7,2.5528089770466904,2652,10,6,2,5,4,790
0.17701048427674682,53,1,4.102993788382933,6540,1,0,2,1,4,572
0.08870253375705561,47,16,2.0228432820200872,4892,19,15,4,0,4,528
0.12063587110060081,35,8,2.4217221314575434,1599,7,0,0,3,3,319
0.46077876803272577,19,11,0.06683841629697818,5815,6,16,9,6,3,302
0.2063337184057925,66,2,2.0486961822146954,2912,7,5,5,0,1,720
0.36426986104807546,21,10,3.2388711647517106,9792,0,1,6,0,2,606
0.5034172708548569,24,0,0.07754165313296091,9572,1,16,9,7,4,731
0.6903948286293653,56,12,1.4044098259312188,5213,17,5,2,19,1,435
0.039312139841098936,30,14,1.0397817964469498,4637,14,13,3,15,1,814
0.7994103989090426,48,4,0.20992714454794115,6599,0,17,9,12,0,492
0.6279003894909078,88,16,2.3963004495726876,7448,4,5,9,17,4,714
0.08175903194887191,80,5,0.9086164661407825,9557,1,9,9,19,1,417
0.8735786241067772,73,10,3.7154076981569006,8382,19,17,9,9,0,508
0.9208724005318132,59,17,4.2396394188167426,9982,2,8,9,11,4,333
0.06107795985486375,78,3,2.727925913345739,4569,18,7,2,0,3,617
0.2768776481472037,59,2,4.908536712605708,8707,17,9,0,9,0,419
0.8062012797930613,73,12,2.2523928573529766,1746,17,16,7,8,3,824
0.7482596903836584,53,8,2.5668410511245776,9504,13,5,9,2,2,388
0.18452101935637732,85,5,4.946088769788751,5633,7,13,9,18,2,811
0.2093493233367103,24,11,1.157742179825244,1920,11,5,1,8,2,346
0.370472102791382,71,1,4.712729698384527,8008,9,6,0,9,2,821
0.4845229851910213,18,2,0.21418777559556623,3381,19,11,7,18,1,583
0.618254771530296,61,2,2.231934451315974,4618,16,2,6,15,2,676
0.3689136395697724,62,11,0.35001756066532885,9989,10,13,6,17,1,433
0.4625347161331479,64,14,3.646173714568215,5443,1,18,3,13,1,547
0.7474709381337565,30,8,3.042044679400089,1272,3,15,8,2,4,617
0.0366832028905979,39,7,3.533171317337982,2773,0,6,5,1,1,735
0.25243694434402075,38,10,1.872401999840085,3547,14,7,1,0,1,475
0.7133495858845524,26,15,1.8474096701569014,4164,12,17,0,17,2,650
0.8952068376871993,43,3,0.22659639480447302,5780,7,12,0,8,1,442
0.5116774421156661,26,0,1.7497246976481988,1946,3,8,8,12,3,697
0.5321134852653157,32,6,4.646442011310297,1506,9,9,3,1,2,668
0.10717201133977605,27,1,1.896132685902245,7719,18,8,4,6,0,800
0.44741236682345464,59,4,4.15683853110985,9435,17,14,2,15,2,669
0.5326172664550232,89,6,4.21162752374967,9697,4,19,3,18,1,681
0.24247050363472966,41,3,1.866205781896169,7360,18,1,7,14,3,385
0.26924323094938096,66,4,3.159943401980945,8657,15,12,3,10,2,759
0.37728416310462265,43,0,0.47685801136529316,4590,0,1,8,0,3,624
0.02007119777772637,54,0,0.5183929036713825,2192,11,18,8,6,0,821
0.3220791655831783,85,14,0.24328831830856656,2464,1,1,5,19,0,788
0.21144800699654465,67,19,2.905075466875547,1390,7,2,1,7,4,696
0.32749735217791465,41,18,2.1303548881304852,6615,17,5,9,9,4,654
0.11976213181925122,36,9,2.7401617833212004,7106,15,2,6,4,2,587
0.890527280739895,77,17,2.6053659525419395,9864,4,9,8,8,4,758
0.5935924535540487,56,2,1.7510149554536514,3560,12,5,5,0,3,835
0.6791023191444896,35,10,3.3873670741173645,6867,18,15,2,1,4,590
0.7891712386073383,36,14,3.7925094045819536,2211,2,16,6,18,3,467
0.4984421989290573,53,10,0.07314129438837857,2539,7,18,4,13,4,727
0.08692028808742369,72,16,1.0362114988443916,1643,11,2,0,19,4,789
0.5371065418185478,86,16,3.566179340416684,9693,1,17,2,9,4,654
0.5868411180208791,64,5,1.9331008631691708,9921,10,6,4,8,1,495
0.74543947418433,66,4,3.312419734708041,2283,11,8,6,9,1,844
0.4316595462296794,50,7,1.7348132986727922,8680,17,19,2,5,4,310
0.12758030279556376,38,1,1.9537757616481854,8345,12,11,5,16,3,555
0.28377590579872447,39,15,0.7933943684484246,5386,4,4,4,5,2,695
0.3630822963986351,65,19,1.2911550983308002,1919,11,2,0,3,0,708
0.6459172413316012,54,11,3.0270587875379364,3339,1,10,9,19,1,661
0.5707783046689119,32,5,2.165815556575832,9947,4,3,5,2,4,558
0.35609672589784624,52,0,3.8715134147229757,6930,6,4,7,18,0,302
0.9865152487929797,88,3,4.262924774691713,6402,11,0,0,17,1,383
0.6057748193568872,49,16,2.7082320910837994,6663,15,17,1,3,2,455
0.23722679173599448,28,12,3.791336460280296,6275,7,11,3,7,3,475
0.10178247262040374,27,17,1.53452256597285,1507,8,12,1,16,4,771
0.15285913918433203,74,4,2.074856077000391,2436,14,8,8,4,2,723
0.24595772838450813,42,2,3.563888381084155,9750,4,1,9,12,1,433
0.16068137325955567,19,10,1.9310599640851533,8354,12,4,7,0,4,679
0.18656702405130576,81,12,2.942524675794944,5516,4,12,7,12,0,576
0.2850951686938471,52,3,0.9268638954125574,4622,10,15,3,3,3,535
0.17337359529475482,24,13,2.99885657485249,5399,9,15,4,13,1,312
0.8967654246264252,35,10,4.307568536134468,6037,19,2,3,2,3,641
0.08023374566164221,84,9,4.343198199117128,9111,12,3,8,4,4,334
0.5245113895702547,59,18,3.6217220316476983,4715,8,10,1,6,2,513
0.4103968269896615,56,17,3.7287668953806303,8837,13,13,7,0,3,711
0.9823786169086064,58,5,2.7896372257535034,2301,17,2,1,11,0,704
0.11203890216805235,41,14,2.923340450829124,8370,14,15,0,10,1,793
0.39785559904574164,77,9,0.66825290705259,6185,9,14,9,7,0,458
0.9694704332753689,63,4,2.2192959421065055,3155,6,9,2,5,3,409
0.8655071258939803,36,4,2.253881419431819,7411,7,8,8,1,2,848
0.8170720709492799,85,9,4.792489178338701,7365,2,10,2,18,2,825
0.25790282704493983,59,4,2.155434313116447,1692,14,15,8,19,0,646
0.17088758739006582,49,2,2.746713224513788,2478,15,9,6,19,4,578
0.668643219924431,56,5,2.6662569963955125,7396,3,16,9,13,4,778
0.9293759891275858,53,3,3.1838085852216356,9448,5,18,0,0,2,410
0.5567628930139298,53,17,3.7411641566594795,1441,0,1,9,9,0,730
0.5716126894698998,20,8,1.1252093808543606,3646,3,1,4,15,0,841
0.2799790936602842,25,16,2.6436220954921783,6209,10,5,8,3,0,414
0.7694929331919369,87,12,4.129588536580152,7533,11,18,2,10,3,389
0.18704374855752337,58,14,2.315573569187557,5677,4,7,8,15,4,511
0.3236792364042437,85,19,1.392287731867865,8211,15,2,4,19,4,849
0.4254364386164168,30,16,3.2735453767814953,3645,12,13,8,0,3,838
0.507610378684455,66,12,4.118836978995615,9210,12,15,9,15,1,659
0.24240973241508024,77,15,0.3157014646369566,8933,16,0,5,18,3,785
0.11483682473920354,19,3,3.8839524170361357,6476,6,2,8,8,0,671
0.6106200424416326,77,4,4.108239664808856,8928,7,17,6,8,3,514
0.28863055324025577,22,4,2.307614637943034,3080,12,8,6,8,0,314
0.5812382214226123,61,8,4.916528284092337,7089,15,5,7,16,2,558
0.1543627152742023,44,16,3.9335417035365454,8396,3,0,6,11,0,762
0.4811401018548175,49,12,3.8683128244783287,8797,7,9,8,12,4,419
0.5325894325515859,38,1,3.739192872060359,1861,15,5,8,7,3,427
0.05182353682242691,25,12,0.75304051609137,9346,9,11,5,15,0,822
0.3366042781939206,89,18,1.086154432265054,4494,11,3,6,17,1,624
0.13441467693897424,67,2,2.319950657322125,1904,11,12,1,0,2,619
0.06337497047276774,84,9,1.3200217497973292,2269,4,16,8,0,1,805
0.9899602323899452,61,1,2.0762048616702025,1404,15,7,0,11,1,825
0.32235384497472297,75,12,4.442320549614603,2184,0,19,0,5,1,349
0.8098744458546349,20,18,4.121634459396346,9938,8,2,2,8,2,368
0.25464065476376385,87,16,3.150199392399911,2725,11,11,5,4,2,690
0.6815027222239293,19,13,4.2906019712555175,9462,4,6,4,15,2,682
0.7602278598896866,61,11,3.9188619450862463,6811,19,11,1,17,2,315
0.5956387406078443,19,11,2.1449246592044524,6606,2,1,8,16,1,738
0.47157618855015837,52,10,1.0053257602497256,4956,4,13,9,17,4,431
0.41184091414726853,47,6,2.571005200046696,1171,1,4,3,0,4,547
0.3488682665429953,25,3,3.681144412642751,9465,13,8,3,18,2,572
0.9295291442478258,39,18,2.182097993647965,3306,1,10,4,7,3,648
0.8306194077877291,61,0,3.333859548919486,1421,12,4,7,2,0,783
0.9650269106665126,75,2,0.47163713145521813,6540,6,2,9,4,3,849
0.12429722348554473,53,12,3.740023681857017,5675,9,16,3,7,3,656
0.7308674752036443,86,14,4.06356809946531,7748,12,1,4,18,3,617
0.9383404568210378,48,1,3.534189278902706,7103,15,0,3,17,4,347
0.18123306616566015,64,10,4.8363179376318275,2473,13,6,5,17,0,309
0.0664962673667775,72,3,4.133260287303202,4243,10,13,2,0,3,532
0.741120649290059,79,18,4.515468639382691,3181,9,4,7,14,2,335
0.5744731131799119,47,16,4.667855417288241,4096,5,18,5,17,4,712
0.8418287767582721,72,2,4.0067399593690425,7646,3,10,9,6,2,761
0.1397723766262895,33,17,3.3712942100324956,6882,0,1,4,15,2,303
0.7952673118598902,29,7,0.02859290680394644,6982,6,7,1,15,3,343
0.20162732004774453,34,18,2.3291287661156233,6798,8,8,9,14,2,554
0.1636559428657045,33,4,2.855811493111805,9415,7,2,9,5,0,413
0.16426579793099294,29,6,1.5201513622399982,9411,4,1,6,8,2,696
0.8145747202313821,25,7,1.5905222345173602,9456,18,6,1,6,3,473
0.6651972206962001,20,4,4.8057970785508255,5524,9,4,0,13,2,554
0.5230654247691193,33,16,4.458554326013729,7559,10,4,6,10,4,765
0.3588304841235025,47,4,4.245895027508521,8620,14,19,4,15,4,576
0.8772005408131083,40,3,2.030059008530553,3774,5,12,0,5,4,763
0.3924451074226354,22,18,0.06849275204457272,6673,14,19,3,15,1,801
0.8165994394715771,82,1,0.4011112322785704,4124,4,5,3,19,4,740
0.4391349085702184,47,10,1.5609818410880183,9671,18,19,9,15,4,368
0.3769444294249076,38,12,0.07871456497838492,2353,18,17,6,11,1,808
0.46267978566960644,87,14,0.08574890957599057,4854,9,1,8,16,4,625
0.3013778741641421,39,11,4.583016508212055,9134,11,5,1,4,3,366
0.7476093801762511,89,10,3.5307925105952704,1924,3,8,0,12,4,603
0.5027203900924792,49,6,1.5447799503407633,3170,17,2,1,7,4,783
0.2322126951468173,50,4,0.6632228880047658,6506,15,0,6,4,1,847
0.8995745732745685,33,16,2.5581785894753857,3395,7,0,9,11,3,716
0.3838912213732114,55,19,0.026730804271822284,9220,3,18,5,8,2,458
0.5435528611139886,31,8,4.69206871929072,9226,11,4,3,2,0,448
0.9064721109645469,53,13,2.074075596944736,6515,1,12,0,2,3,326
0.6242379959139921,40,11,2.0116747761866636,3670,3,18,0,0,2,547
0.11689804070836407,83,5,1.952968037908911,4365,4,11,4,17,3,400
0.9398321236134751,19,16,0.3466416519388238,1588,2,15,0,11,2,395
0.6277080530714179,82,18,3.1916111989591327,4138,8,18,6,8,2,683
0.3349056146570861,84,18,3.6650180981417666,7663,17,2,0,8,3,581
